社内品番,日付,ライン,品名,計画数,生産数,差異,シフト,休憩,段取,修理,鋸刃交換,ロス停止昼,ロス時間夜,見えないロス停止,計画停止時間,作業すべき時間,作業時間,稼働率,作業率,生産総数,能率,設備記録時間１,設備記録時間2,60,,,実記録切断,差異,実記録面取,差異,面取段取り,,成形加工日
90301,5/12,切断05,3X45 対米 FR,"2,210","2,210",,7.58,,,,0.25,,,0.28,,7.58 ,7.33 ,31.60%,96.70%,"2,210",301.4,,423,7.05,,,,,,,,,
91951,5/12,切断05,961B CTR,"2,608","2,608",,6.83,,0.18,,0.25,,,0.24,,6.83 ,6.40 ,28.47%,93.66%,"2,608",407.5,,369.48,6.16,,,,,,,,,
91671,5/12,切断05,D54L CTR,"2,700","2,700",,5.83,,0.08,,,,,-0.00,,5.83 ,5.75 ,24.30%,98.58%,"2,700",469.6,,345.15,5.75,,,,,,,,,
91671,5/12,切断05,D54L CTR,"1,404","1,404",,3.75,,0.08,,0.25,,,0.36,,3.75 ,3.42 ,15.63%,91.12%,"1,404",410.9,,183.28,3.05,,,,,,,,,
92441,5/13,切断01,310D CTR,738,738,,1.58,,,,,,,0.23,,1.58 ,1.58 ,6.60%,100.00%,738,466.2,,81.06,1.35,,,,,,,,,
92441,5/13,切断01,310D CTR,"2,934","2,934",,5.80,,0.05,,,,,0.36,,5.80 ,5.75 ,24.17%,99.14%,"2,934",510.3,,323.58,5.39,,,,,,,,,
90011,5/13,切断01,011B CTR,"2,282","2,282",,5.20,,0.15,,0.25,,,0.27,,5.20 ,4.80 ,21.67%,92.31%,"2,282",475.4,,271.55,4.53,,,,,,,,,
90011,5/13,切断01,011B CTR,"2,282","2,282",,4.67,,,,0.25,,,-0.14,,4.67 ,4.42 ,19.44%,94.64%,"2,282",516.8,,273.24,4.55,,,,,,,,,
91441,5/13,切断01,400B FR,"2,282","2,282",,4.75,,0.08,,0.25,,,-0.03,,4.75 ,4.42 ,19.79%,92.99%,"2,282",516.6,,266.6,4.44,,,,,,,,,
91441,5/13,切断01,400B FR,836,836,,2.00,,0.05,,0.25,,,0.03,,2.00 ,1.70 ,8.33%,85.00%,836,491.8,,99.9,1.67,,,,,,,,,
91301,5/13,切断02,240B SD,"2,008","2,008",,7.25,,,1.17,,,,0.00,0.33,6.92 ,5.75 ,28.82%,83.14%,"2,008",349.2,,345,5.75,,,,,,,,,
91301,5/13,切断02,240B SD,"2,608","2,608",,6.50,,0.15,,0.50,,,0.43,,6.50 ,5.85 ,27.08%,90.00%,"2,608",445.8,,325,5.42,,,,,,,,,
92551,5/13,切断02,BY2 CTR,"2,934","2,934",,6.42,,0.08,,0.25,,,0.23,,6.42 ,6.08 ,26.73%,94.81%,"2,934",482.3,,351,5.85,,,,,,,,,
92221,5/13,切断02,900B FR,"1,372","1,372",,3.83,,0.17,,0.50,,,0.08,,3.83 ,3.17 ,15.97%,82.62%,"1,372",433.2,,185,3.08,,,,,,,,,
92551,5/13,切断04,BY2 CTR,"1,174","1,174",,3.70,,,,,,0.33,0.61,,3.70 ,3.37 ,15.42%,91.00%,"1,174",348.7,,165.34,2.76,,,,,,,,,
92451,5/13,切断04,567D CTR,"2,608","2,608",,6.63,,0.28,,,,0.17,0.57,,6.63 ,6.18 ,27.64%,93.23%,"2,608",421.7,,337.13,5.62,,,,,,,,,
92451,5/13,切断04,567D CTR,"2,608","2,608",,5.75,,,,0.25,,,-0.09,,5.75 ,5.50 ,23.96%,95.65%,"2,608",474.2,,335.36,5.59,,,,,,,,,
92101,5/13,切断04,900B CTR,"2,282","2,282",,6.17,,0.08,,,,,0.55,,6.17 ,6.08 ,25.69%,98.65%,"2,282",375.1,,331.75,5.53,,,,,,,,,
92101,5/13,切断04,900B CTR,588,588,,1.75,,0.05,,,,,0.27,,1.75 ,1.70 ,7.29%,97.14%,588,345.9,,85.91,1.43,,,,,,,,,
91671,5/13,切断05,D54L CTR,"1,296","1,296",,3.00,,,,,,,0.14,,3.00 ,3.00 ,12.50%,100.00%,"1,296",432.0,,171.46,2.86,,,,,,,,,
91671,5/13,切断05,D54L CTR,"2,700","2,700",,6.33,,0.05,,,,,0.54,,6.33 ,6.28 ,26.39%,99.21%,"2,700",429.7,,344.3,5.74,,,,,,,,,
#N/A,5/13,切断05,699D RR,"2,282","2,282",,5.50,,,,,,,0.28,,5.50 ,5.50 ,22.92%,100.00%,"2,282",414.9,,313.33,5.22,,,,,,,,,
91111,5/13,切断05,TTA,"3,000","3,000",,7.08,,0.08,,0.25,,,-0.07,,7.08 ,6.75 ,29.51%,95.30%,"3,000",444.4,,409.45,6.82,,,,,,,,,
91111,5/13,切断05,TTA,806,806,,2.08,,0.05,,,,,0.16,,2.08 ,2.03 ,8.68%,97.60%,806,396.5,,112.34,1.87,,,,,,,,,
91441,5/14,切断01,400B FR,"1,446","1,446",,3.00,,,,,,,0.11,,3.00 ,3.00 ,12.50%,100.00%,"1,446",482.0,,173.58,2.89,,,,,,,,,
91441,5/14,切断01,400B FR,"2,282","2,282",,6.00,,0.03,,0.25,,0.33,0.59,0.25,5.75 ,5.13 ,23.96%,89.29%,"2,282",444.5,,272.4,4.54,,,,,,,,,
91441,5/14,切断01,400B FR,"2,282","2,282",,4.75,,,,,,,0.40,,4.75 ,4.75 ,19.79%,100.00%,"2,282",480.4,,261,4.35,,,,,,,,,
92201,5/14,切断01,970B 3RD,"1,800","1,800",,4.25,,0.08,,0.50,,,-0.12,,4.25 ,3.67 ,17.71%,86.28%,"1,800",490.9,,227.41,3.79,,,,,,,,,
92201,5/14,切断01,970B 3RD,"1,800","1,800",,3.94,,,,,,,0.32,,3.94 ,3.94 ,16.42%,100.00%,"1,800",456.9,,217.03,3.62,,,,,,,,,
91581,5/14,切断01,D01L RR,498,498,,2.07,,,,0.25,,0.25,0.47,,2.07 ,1.57 ,8.61%,75.80%,498,318.0,,65.95,1.10,,,,,,,,,
92221,5/14,切断02,900B FR,910,910,,2.37,,,,,0.25,,0.56,,2.37 ,2.12 ,9.86%,89.43%,910,430.1,,93.6,1.56,,,,,,,,,
92221,5/14,切断02,900B FR,"2,282","2,282",,6.45,,0.05,,0.25,,,0.22,0.25,6.20 ,5.90 ,25.83%,95.16%,"2,282",386.8,,340.52,5.68,,,,,,,,,
,5/14,切断02,655D 3RD CTR,"1,956","1,956",,5.01,,0.17,,0.25,,0.67,0.53,,5.01 ,3.93 ,20.88%,78.40%,"1,956",498.0,,203.6,3.39,,,,,,,,,
,5/14,切断02,655D 3RD CTR,"1,956","1,956",,5.42,1.00,,,0.25,,,0.58,,4.42 ,4.17 ,18.40%,94.34%,"1,956",469.5,,215.15,3.59,,,,,,,,,
,5/14,切断02,655D 3RD CTR,"1,624","1,624",,4.75,,,,0.50,,,0.50,,4.75 ,4.25 ,19.79%,89.47%,"1,624",382.1,,225,3.75,,,,,,,,,
91631,5/14,切断03,5A45 FR,908,908,,2.00,,,,,,,0.03,,2.00 ,2.00 ,8.33%,100.00%,908,454.0,,117.98,1.97,,,,,,,,,
92401,5/14,切断03,3BV FR,"3,000","3,000",,8.17,1.00,0.20,,,,0.33,0.64,0.25,6.92 ,6.38 ,28.82%,92.29%,"3,000",470.0,,344.4,5.74,,,,,,,,,
91521,5/14,切断03,826B料金トレー,"1,992","1,992",,3.75,,0.08,,0.25,,,-0.12,,3.75 ,3.42 ,15.63%,91.12%,"1,992",583.0,,212.05,3.53,,,,,,,,,
92071,5/14,切断03,030A SIDE,"1,120","1,120",,2.75,,0.08,,,,,0.24,,2.75 ,2.67 ,11.46%,96.98%,"1,120",419.9,,145.6,2.43,,,,,,,,,
92571,5/14,切断03,P13C FR,"2,500","2,500",,6.45,,0.08,,0.25,0.50,,0.51,,6.45 ,5.62 ,26.88%,87.09%,"2,500",445.1,,306.13,5.10,,,,,,,,,
92571,5/14,切断03,P13C FR,272,272,,0.88,,0.07,,,,,0.26,,0.88 ,0.82 ,3.68%,92.53%,272,332.9,,33.4,0.56,,,,,,,,,
92101,5/14,切断04,900B CTR,"1,694","1,694",,4.75,,,,,,,0.66,,4.75 ,4.75 ,19.79%,100.00%,"1,694",356.6,,245.21,4.09,,,,,,,,,
92101,5/14,切断04,900B CTR,"2,282","2,282",,7.50,1.00,,,0.25,,,0.48,0.25,6.25 ,6.00 ,26.04%,96.00%,"2,282",380.3,,331.41,5.52,,,,,,,,,
92451,5/14,切断04,567D CTR,"2,608","2,608",,5.92,,0.08,,,,,0.18,,5.92 ,5.83 ,24.65%,98.60%,"2,608",447.1,,339.2,5.65,,,,,,,,,
92451,5/14,切断04,567D CTR,"2,304","2,304",,5.83,,,,0.25,,,0.49,,5.83 ,5.58 ,24.30%,95.71%,"2,304",412.7,,305.58,5.09,,,,,,,,,
91111,5/14,切断05,TTA,"2,194","2,194",,5.17,,,,,,,-0.02,,5.17 ,5.17 ,21.53%,100.00%,"2,194",424.7,,311.2,5.19,,,,,,,,,
92511,5/14,切断05,NB8 RR,"3,000","3,000",,9.42,1.00,0.33,,0.25,,,0.18,0.25,8.17 ,7.58 ,34.03%,92.86%,"3,000",395.6,,443.91,7.40,,,,,,,,,
92511,5/14,切断05,NB8 RR,754,754,,1.92,,,,0.25,,,0.08,,1.92 ,1.67 ,7.98%,86.95%,754,452.6,,95,1.58,,,,,,,,,
91581,5/15,切断01,D01L RR,"1,602","1,602",,3.50,,,,,,,-0.02,,3.50 ,3.50 ,14.58%,100.00%,"1,602",457.7,,210.93,3.52,,,,,,,,,
91581,5/15,切断01,D01L RR,"2,100","2,100",,5.43,,0.03,,,,0.33,0.40,0.25,5.18 ,4.82 ,21.60%,92.94%,"2,100",436.0,,264.8,4.41,,,,,,,,,
91581,5/15,切断01,D01L RR,"2,100","2,100",,4.40,,0.03,,0.25,,,-0.09,,4.40 ,4.12 ,18.33%,93.64%,"2,100",509.7,,252.84,4.21,,,,,,,,,
92441,5/15,切断01,310D CTR,"2,934","2,934",,5.42,,0.08,,,,,-0.06,,5.42 ,5.33 ,22.57%,98.47%,"2,934",550.2,,323.36,5.39,,,,,,,,,
92441,5/15,切断01,310D CTR,"2,584","2,584",,5.25,,,,0.50,,,-0.10,,5.25 ,4.75 ,21.88%,90.48%,"2,584",544.0,,291.25,4.85,,,,,,,,,
,5/15,切断02,655D 3RD CTR,332,332,,1.00,,,,,,,0.39,,1.00 ,1.00 ,4.17%,100.00%,332,332.0,,36.66,0.61,,,,,,,,,
91301,5/15,切断02,240B SD,"2,608","2,608",,6.94,,1.00,,0.25,0.17,,0.51,0.25,6.69 ,5.28 ,27.89%,78.85%,"2,608",494.1,,286.13,4.77,,,,,,,,,
91301,5/15,切断02,240B SD,"2,608","2,608",,6.32,1.00,0.18,,0.25,,,0.41,,5.32 ,4.88 ,22.15%,91.85%,"2,608",534.1,,268.13,4.47,,,,,,,,,
91301,5/15,切断02,240B SD,"2,608","2,608",,6.05,,,,0.50,,0.33,0.52,,6.05 ,5.22 ,25.21%,86.23%,"2,608",499.9,,281.86,4.70,,,,,,,,,
92221,5/15,切断02,900B FR,"1,278","1,278",,3.70,,0.17,,0.25,0.50,,0.58,,3.70 ,2.78 ,15.42%,75.24%,"1,278",459.1,,132,2.20,,,,,,,,,
92571,5/15,切断03,P13C FR,"2,228","2,228",,6.25,,,,,0.42,,0.54,0.25,6.00 ,5.58 ,25.00%,93.07%,"2,228",399.0,,302.4,5.04,,,,,,,,,
91011,5/15,切断03,HR3 JP,"2,282","2,282",,5.33,,0.20,,0.25,,,0.19,,5.33 ,4.88 ,22.22%,91.56%,"2,282",467.3,,281.3,4.69,,,,,,,,,
91011,5/15,切断03,HR3 JP,"2,282","2,282",,4.83,,,,,,,0.22,,4.83 ,4.83 ,20.14%,100.00%,"2,282",472.2,,276.55,4.61,,,,,,,,,
,5/15,切断03,CH2 RR,"3,838","3,838",,7.58,,0.08,,0.25,,,0.33,,7.58 ,7.25 ,31.60%,95.61%,"3,838",529.4,,415.25,6.92,,,,,,,,,
92451,5/15,切断04,567D CTR,304,304,,0.75,,,,,,,0.12,,0.75 ,0.75 ,3.13%,100.00%,304,405.3,,37.88,0.63,,,,,,,,,
92121,5/15,切断04,990B CTR,"2,934","2,934",,8.50,1.00,0.17,,,,0.42,0.51,0.25,7.25 ,6.67 ,30.21%,91.97%,"2,934",440.0,,369.48,6.16,,,,,,,,,
92121,5/15,切断04,990B CTR,"2,934","2,934",,7.00,,0.05,,0.75,,,0.03,,7.00 ,6.20 ,29.17%,88.57%,"2,934",473.2,,370.43,6.17,,,,,,,,,
91441,5/15,切断04,400B FR,"2,282","2,282",,5.42,,0.08,,,,,0.38,,5.42 ,5.33 ,22.57%,98.47%,"2,282",427.9,,297.13,4.95,,,,,,,,,
91441,5/15,切断04,400B FR,798,798,,2.33,,0.05,,0.25,,,0.13,,2.33 ,2.03 ,9.72%,87.14%,798,392.5,,114.31,1.91,,,,,,,,,
92511,5/15,切断05,NB8 RR,"2,246","2,200",46,6.37,,,,,0.33,,0.60,0.33,6.03 ,5.70 ,25.14%,94.48%,"2,200",386.0,,306.06,5.10,,,,,,,,,
92241,5/15,切断05,120D 3RD,"1,304","1,304",,5.05,,0.25,,,,,0.14,,5.05 ,4.80 ,21.04%,95.05%,"1,304",271.7,,279.71,4.66,,,,,,,,,
92241,5/15,切断05,120D 3RD,"1,304","1,304",,4.92,,,,0.25,,,0.00,,4.92 ,4.67 ,20.48%,94.91%,"1,304",279.5,,279.78,4.66,,,,,,,,,
92241,5/15,切断05,120D 3RD,"1,304","1,304",,4.92,,,,0.25,,,0.01,,4.92 ,4.67 ,20.48%,94.91%,"1,304",279.5,,279.52,4.66,,,,,,,,,
91831,5/15,切断05,3N0 RR EU,264,264,,1.00,,0.17,,,,,0.11,,1.00 ,0.83 ,4.17%,83.40%,264,316.5,,43.54,0.73,,,,,,,,,
92441,5/18,切断01,310D CTR,350,350,,0.75,,,,,,,0.10,,0.75 ,0.75 ,3.13%,100.00%,350,466.7,,39.03,0.65,,,,,,,,,
92441,5/18,切断01,310D CTR,"2,934","2,934",,6.50,0.33,0.08,,,,,0.48,0.25,5.92 ,5.83 ,24.65%,98.60%,"2,934",502.9,,321.05,5.35,,,,,,,,,
91581,5/18,切断01,D01L RR,"2,100","2,100",,4.42,,0.25,,,,,-0.00,,4.42 ,4.17 ,18.40%,94.34%,"2,100",504.1,,250.22,4.17,,,,,,,,,
91581,5/18,切断01,D01L RR,"2,100","2,100",,4.17,,,,,,,0.01,,4.17 ,4.17 ,17.36%,100.00%,"2,100",504.1,,249.4,4.16,,,,,,,,,
91581,5/18,切断01,D01L RR,"2,100","2,100",,4.33,,,,0.25,,,-0.08,,4.33 ,4.08 ,18.05%,94.23%,"2,100",514.3,,249.76,4.16,,,,,,,,,
90011,5/18,切断01,011B CTR,"2,282","2,282",,5.08,,0.08,,,,,0.44,,5.08 ,5.00 ,21.18%,98.37%,"2,282",456.4,,273.86,4.56,,,,,,,,,
92121,5/18,切断01,990B CTR,"2,934","2,934",,7.50,,0.17,,,,0.33,0.50,,7.50 ,7.00 ,31.25%,93.35%,"2,934",419.1,,390.2,6.50,,,,,,,,,
92441,5/18,切断01,310D CTR,"2,934","2,934",,5.67,,0.17,,0.25,,,0.63,,5.67 ,5.25 ,23.61%,92.66%,"2,934",558.9,,277.08,4.62,,,,,,,,,
92441,5/18,切断01,310D CTR,"2,934","2,934",,5.83,,0.17,,0.25,,,0.01,,5.83 ,5.42 ,24.30%,92.87%,"2,934",541.6,,324.15,5.40,,,,,,,,,
92441,5/18,切断01,310D CTR,326,326,,0.75,,,,,,,0.14,,0.75 ,0.75 ,3.13%,100.00%,326,434.7,,36.53,0.61,,,,,,,,,
92221,5/18,切断02,900B FR,"1,004","1,004",,2.55,,,,,,0.25,0.59,,2.55 ,2.30 ,10.63%,90.20%,"1,004",436.5,,102.56,1.71,,,,,,,,,
92221,5/18,切断02,900B FR,"2,282","2,282",,6.12,1.00,0.05,,0.50,,,0.34,0.25,4.87 ,4.32 ,20.28%,88.70%,"2,282",528.7,,238.4,3.97,,,,,,,,,
92221,5/18,切断02,900B FR,"2,282","2,282",,4.42,,0.05,,0.25,,,0.19,,4.42 ,4.12 ,18.40%,93.21%,"2,282",554.4,,235.43,3.92,,,,,,,,,
91301,5/18,切断02,240B SD,"2,608","2,608",,5.92,,0.08,,0.50,0.42,,0.51,,5.92 ,4.92 ,24.65%,83.11%,"2,608",530.4,,264.18,4.40,,,,,,,,,
91301,5/18,切断02,240B SD,"2,608","2,608",,6.75,1.00,,,0.75,,,0.47,,5.75 ,5.00 ,23.96%,86.96%,"2,608",521.6,,272,4.53,,,,,,,,,
,5/18,切断02,655D 3RD SIDE,"1,956","1,956",,7.00,1.00,0.17,,0.50,,1.00,0.61,,6.00 ,4.33 ,25.00%,72.23%,"1,956",451.3,,223.48,3.72,,,,,,,,,
,5/18,切断02,655D 3RD SIDE,"1,956","1,956",,5.00,,0.03,,0.25,,0.67,0.59,,5.00 ,4.05 ,20.83%,81.08%,"1,956",482.5,,207.88,3.46,,,,,,,,,
,5/18,切断02,655D 3RD SIDE,"1,956","1,956",,5.42,,,,0.25,,,0.68,1.00,4.42 ,4.17 ,18.40%,94.34%,"1,956",469.5,,209.2,3.49,,,,,,,,,
92221,5/18,切断02,900B FR,292,292,,0.83,,0.08,,,,,0.25,,0.83 ,0.75 ,3.47%,90.04%,292,389.3,,30.03,0.50,,,,,,,,,
,5/18,切断03,CH2 RR,162,162,,0.33,,,,,,,0.04,,0.33 ,0.33 ,1.39%,100.00%,162,486.5,,17.83,0.30,,,,,,,,,
,5/18,切断03,CH2 RR,"4,000","4,000",,8.88,,0.17,,0.25,,,0.60,0.25,8.63 ,8.22 ,35.97%,95.18%,"4,000",486.8,,457.31,7.62,,,,,,,,,
91321,5/18,切断03,XC2A RR,"2,934","2,934",,6.28,,0.23,,0.25,,,0.48,,6.28 ,5.80 ,26.18%,92.31%,"2,934",505.9,,319.38,5.32,,,,,,,,,
91321,5/18,切断03,XC2A RR,"2,934","2,934",,5.42,,,,0.25,,,-0.07,,5.42 ,5.17 ,22.57%,95.38%,"2,934",567.9,,314.32,5.24,,,,,,,,,
91321,5/18,切断03,XC2A RR,"2,934","2,934",,5.63,,,,,,,0.45,,5.63 ,5.63 ,23.47%,100.00%,"2,934",520.9,,311.03,5.18,,,,,,,,,
92561,5/18,切断03,P13C FR SPK,"2,500","2,500",,6.95,1.00,0.17,,,,0.33,0.53,,5.95 ,5.45 ,24.79%,91.61%,"2,500",458.6,,295.21,4.92,,,,,,,,,
91011,5/18,切断03,HR3 JP,"2,282","2,282",,5.83,,,0.58,0.25,,,0.42,,5.83 ,5.00 ,24.30%,85.72%,"2,282",456.4,,275.05,4.58,,,,,,,,,
91011,5/18,切断03,HR3 JP,"2,282","2,282",,4.83,,,,,,,-0.00,0.25,4.58 ,4.58 ,19.10%,100.00%,"2,282",497.9,,275,4.58,,,,,,,,,
92021,5/18,切断03,840B CTR,216,216,,0.83,,0.33,,,,,0.09,,0.83 ,0.50 ,3.47%,60.02%,216,432.0,,24.48,0.41,,,,,,,,,
91441,5/18,切断04,400B FR,"1,484","1,484",,4.33,,,,,0.33,,0.56,,4.33 ,4.00 ,18.05%,92.31%,"1,484",371.0,,206.6,3.44,,,,,,,,,
91441,5/18,切断04,400B FR,"2,282","2,282",,6.25,,0.05,,,,0.33,0.63,0.25,6.00 ,5.62 ,25.00%,93.62%,"2,282",406.3,,299.2,4.99,,,,,,,,,
91451,5/18,切断04,400B RR,"2,934","2,898",36,6.75,,0.17,,,,,0.36,,6.75 ,6.58 ,28.13%,97.54%,"2,898",440.2,,373.34,6.22,,,,,,,,,
91451,5/18,切断04,400B RR,"2,934","2,934",,6.55,,,,0.25,,,0.01,,6.55 ,6.30 ,27.29%,96.18%,"2,934",465.7,,377.43,6.29,,,,,,,,,
91441,5/18,切断04,400B FR,"2,282","2,282",,7.70,1.00,0.25,,0.50,,0.42,0.56,,6.70 ,5.53 ,27.92%,82.60%,"2,282",412.4,,298.21,4.97,,,,,,,,,
91441,5/18,切断04,400B FR,"2,282","2,282",,5.75,,0.05,,0.25,,,0.36,,5.75 ,5.45 ,23.96%,94.78%,"2,282",418.7,,305.52,5.09,,,,,,,,,
91441,5/18,切断04,400B FR,"2,282","2,282",,5.42,,,,,,,0.19,0.25,5.17 ,5.17 ,21.53%,100.00%,"2,282",441.7,,298.3,4.97,,,,,,,,,
92431,5/18,切断04,410D RR,880,880,,2.25,,0.08,,0.25,,,-0.04,,2.25 ,1.92 ,9.38%,85.20%,880,459.1,,117.25,1.95,,,,,,,,,
91831,5/18,切断05,3N0 RR EU,"1,736","1,736",,5.50,,,,,,,0.47,0.25,5.25 ,5.25 ,21.88%,100.00%,"1,736",330.7,,286.6,4.78,,,,,,,,,
91831,5/18,切断05,3N0 RR EU,"2,000","2,000",,5.83,,0.08,,,,,0.32,,5.83 ,5.75 ,24.30%,98.58%,"2,000",347.8,,326.06,5.43,,,,,,,,,
92011,5/18,切断05,840B 2ND CTR,"2,282","2,282",,6.08,,0.17,,,,,0.03,,6.08 ,5.92 ,25.35%,97.27%,"2,282",385.7,,353.34,5.89,,,,,,,,,
92591,5/18,切断05,554D CTR,"2,934","2,934",,6.75,,0.08,,0.50,,,-0.22,,6.75 ,6.17 ,28.13%,91.36%,"2,934",475.8,,383.27,6.39,,,,,,,,,
92591,5/18,切断05,554D CTR,"2,934","2,934",,7.90,1.00,0.05,,,,,0.34,,6.90 ,6.85 ,28.75%,99.28%,"2,934",428.3,,390.66,6.51,,,,,,,,,
92241,5/18,切断05,120D 3RD,"1,304","1,304",,5.18,,0.33,,0.25,,,-0.05,,5.18 ,4.60 ,21.60%,88.75%,"1,304",283.5,,278.78,4.65,,,,,,,,,
91111,5/18,切断05,TTA,"1,380","1,380",,3.50,,0.08,,,,,0.19,,3.50 ,3.42 ,14.58%,97.63%,"1,380",403.9,,193.48,3.22,,,,,,,,,
91111,5/18,切断05,TTA,"1,334","1,334",,3.25,,,,,,,0.14,,3.25 ,3.25 ,13.54%,100.00%,"1,334",410.5,,186.86,3.11,,,,,,,,,
92441,5/19,切断01,310D CTR,"2,608","2,608",,4.83,,,,0.25,,,-0.16,,4.83 ,4.58 ,20.14%,94.83%,"2,608",569.1,,284.62,4.74,,,,,,,,,
91851,5/19,切断01,700B CTR 424,"2,282","2,282",,5.40,,0.08,,,,,0.43,,5.40 ,5.32 ,22.50%,98.46%,"2,282",429.2,,293.36,4.89,,,,,,,,,
91851,5/19,切断01,700B CTR 424,"2,282","2,282",,5.85,,0.05,,0.25,,0.25,0.43,,5.85 ,5.30 ,24.38%,90.60%,"2,282",430.6,,292.31,4.87,,,,,,,,,
91851,5/19,切断01,700B CTR 424,"2,282","2,282",,5.58,1.00,,,,,,-0.30,,4.58 ,4.58 ,19.10%,100.00%,"2,282",497.9,,293.03,4.88,,,,,,,,,
91441,5/19,切断01,400B FR,474,474,,1.33,,0.17,,,,,0.30,,1.33 ,1.17 ,5.55%,87.55%,474,406.2,,52.3,0.87,,,,,,,,,
92221,5/19,切断02,900B FR,"1,990","1,990",,4.58,,,,0.25,,,0.67,0.25,4.33 ,4.08 ,18.05%,94.23%,"1,990",487.4,,204.6,3.41,,,,,,,,,
92221,5/19,切断02,900B FR,"2,282","2,282",,6.50,,,,0.50,,,0.42,,6.50 ,6.00 ,27.08%,92.31%,"2,282",380.3,,334.53,5.58,,,,,,,,,
92221,5/19,切断02,900B FR,"2,282","2,282",,5.17,,0.05,,0.25,,0.42,0.51,,5.17 ,4.45 ,21.53%,86.14%,"2,282",512.8,,236.2,3.94,,,,,,,,,
92131,5/19,切断02,032D CTR,"2,834","2,834",,6.75,1.00,0.15,,0.50,,,0.09,,5.75 ,5.10 ,23.96%,88.70%,"2,834",555.7,,300.75,5.01,,,,,,,,,
92021,5/19,切断03,840B CTR,"2,392","2,392",,5.33,,,,0.25,,,0.33,0.25,5.08 ,4.83 ,21.18%,95.08%,"2,392",494.9,,270.15,4.50,,,,,,,,,
92021,5/19,切断03,840B CTR,"2,608","2,608",,6.00,,,,0.25,,0.25,0.56,,6.00 ,5.50 ,25.00%,91.67%,"2,608",474.2,,296.56,4.94,,,,,,,,,
92031,5/19,切断03,840B 3RD,"2,282","2,282",,6.80,1.00,0.20,,0.25,,,0.27,,5.80 ,5.35 ,24.17%,92.24%,"2,282",426.5,,305.1,5.09,,,,,,,,,
92031,5/19,切断03,840B 3RD,"1,834","1,834",,4.87,,0.33,,0.25,,,0.67,,4.87 ,4.28 ,20.28%,88.02%,"1,834",428.2,,216.74,3.61,,,,,,,,,
92431,5/19,切断04,410D RR,"2,054","2,054",,4.42,,,,,,,0.05,,4.42 ,4.42 ,18.40%,100.00%,"2,054",465.1,,262.24,4.37,,,,,,,,,
92431,5/19,切断04,410D RR,"2,934","2,934",,6.72,,,,0.25,,,0.26,,6.72 ,6.47 ,27.98%,96.28%,"2,934",453.8,,372.64,6.21,,,,,,,,,
91881,5/19,切断04,800B CTR,"2,934","2,934",,8.12,1.00,0.13,,0.25,,,0.37,,7.12 ,6.73 ,29.65%,94.62%,"2,934",435.8,,381.9,6.37,,,,,,,,,
91881,5/19,切断04,800B CTR,"1,586","1,586",,3.75,,0.05,,0.25,,,0.06,,3.75 ,3.45 ,15.63%,92.00%,"1,586",459.7,,203.61,3.39,,,,,,,,,
91111,5/19,切断05,TTA,"1,666","1,666",,3.92,,,,,,,-0.05,,3.92 ,3.92 ,16.32%,100.00%,"1,666",425.4,,237.78,3.96,,,,,,,,,
91111,5/19,切断05,TTA,"3,000","3,000",,7.23,,,,0.25,,,-0.29,0.25,6.98 ,6.73 ,29.10%,96.42%,"3,000",445.6,,421.11,7.02,,,,,,,,,
92381,5/19,切断05,5A45 X1,"2,500","2,500",,8.15,1.00,0.20,,0.25,,,0.27,,7.15 ,6.70 ,29.79%,93.71%,"2,500",373.1,,385.85,6.43,,,,,,,,,
92381,5/19,切断05,5A45 X1,"1,322","1,322",,3.70,,0.08,,0.25,,,0.03,,3.70 ,3.37 ,15.42%,91.00%,"1,322",392.6,,200.5,3.34,,,,,,,,,
91441,5/20,切断01,400B FR,"1,808","1,808",,3.67,,,,,,,0.50,,3.67 ,3.67 ,15.28%,100.00%,"1,808",493.2,,190.03,3.17,,,,,,,,,
91441,5/20,切断01,400B FR,"2,282","2,282",,4.58,,,,0.25,,,0.02,0.25,4.33 ,4.08 ,18.05%,94.23%,"2,282",558.9,,243.84,4.06,,,,,,,,,
92201,5/20,切断01,970B 3RD,"1,008","1,008",,2.42,,0.08,,0.25,,,0.25,,2.42 ,2.08 ,10.07%,86.22%,"1,008",483.9,,110.15,1.84,,,,,,,,,
92201,5/20,切断01,970B 3RD,"1,800","1,800",,4.62,,0.03,,0.25,,0.42,0.56,,4.62 ,3.92 ,19.23%,84.92%,"1,800",459.2,,201.61,3.36,,,,,,,,,
92201,5/20,切断01,970B 3RD,"1,800","1,800",,4.45,,0.25,,0.25,,,0.64,,4.45 ,3.95 ,18.54%,88.76%,"1,800",455.7,,198.8,3.31,,,,,,,,,
91581,5/20,切断01,D01L RR,476,476,,1.30,,0.17,,,,,0.10,,1.30 ,1.13 ,5.42%,87.23%,476,419.8,,62.22,1.04,,,,,,,,,
91581,5/20,切断01,D01L RR,"1,196","1,196",,2.97,,0.05,,,,,0.52,,2.97 ,2.92 ,12.36%,98.31%,"1,196",410.2,,143.56,2.39,,,,,,,,,
92131,5/20,切断02,032D CTR,426,426,,1.00,,,,,,,0.20,,1.00 ,1.00 ,4.17%,100.00%,426,426.0,,47.8,0.80,,,,,,,,,
92131,5/20,切断02,032D CTR,"3,260","3,260",,6.75,,,,0.50,,,0.43,0.25,6.50 ,6.00 ,27.08%,92.31%,"3,260",543.3,,334,5.57,,,,,,,,,
